356446.8012225,4952121.7511464,5
356445.98385955,4952121.17502331,5
356445.1664966,4952120.59890023,5
356444.34913365,4952120.02277714,5
356443.5317707,4952119.44665406,5
356442.71440775,4952118.87053097,5
356441.8970448,4952118.29440789,5
356441.07968185,4952117.7182848,5
356440.2623189,4952117.14216172,5
356439.44495595,4952116.56603863,5
356438.627593,4952115.98991555,5
356437.81023005,4952115.41379246,5
356436.9928671,4952114.83766938,5
356436.17550416,4952114.2615463,5
356435.35814121,4952113.68542321,5
356434.54077826,4952113.10930012,5
356433.72341531,4952112.53317704,5
356432.90605236,4952111.95705395,5
356432.08868941,4952111.38093087,5
356431.27132646,4952110.80480778,5
356430.45396351,4952110.2286847,5
356429.63660056,4952109.65256162,5
356428.81923761,4952109.07643853,5
356428.00187466,4952108.50031545,5
356427.18451171,4952107.92419236,5
356426.36714876,4952107.34806927,5
356425.54978581,4952106.77194619,5
356424.73242286,4952106.19582311,5
356423.91505991,4952105.61970002,5
356423.09769697,4952105.04357694,5
356422.28033402,4952104.46745385,5
356421.46297107,4952103.89133077,5
356420.64560812,4952103.31520768,5
356419.82824517,4952102.73908459,5
356419.01088222,4952102.16296151,5
356418.19351927,4952101.58683843,5
356417.37615632,4952101.01071534,5
356416.55879337,4952100.43459226,5
356415.74143042,4952099.85846917,5
356414.92406747,4952099.28234609,5
356414.10670452,4952098.706223,5
356413.28934157,4952098.13009992,5
356412.47197862,4952097.55397683,5
356411.65461567,4952096.97785375,5
356410.83725273,4952096.40173066,5
356410.01988978,4952095.82560758,5
356409.20252683,4952095.24948449,5
356408.38516388,4952094.67336141,5
356407.56780093,4952094.09723832,5
356406.75043798,4952093.52111524,5
356405.93307503,4952092.94499215,5
356405.11571208,4952092.36886907,5
356404.29834913,4952091.79274598,5
356403.48098618,4952091.2166229,5
356402.66362323,4952090.64049981,5
356401.84626028,4952090.06437673,5
356401.02889733,4952089.48825364,5
356400.21153438,4952088.91213056,5
356399.39417143,4952088.33600747,5
356398.57680849,4952087.75988439,5
356397.75944554,4952087.1837613,5
356396.94208259,4952086.60763822,5
356396.12471964,4952086.03151513,5
356395.30735669,4952085.45539205,5
356394.48999374,4952084.87926896,5
356393.67263079,4952084.30314588,5
356392.85526784,4952083.72702279,5
356392.03790489,4952083.15089971,5
356391.22054194,4952082.57477662,5
356390.40317899,4952081.99865354,5
356389.58581604,4952081.42253045,5
356388.76845309,4952080.84640737,5
356387.95109014,4952080.27028428,5
356387.13372719,4952079.6941612,5
356386.31636425,4952079.11803811,5
356385.4990013,4952078.54191503,5
356384.68163835,4952077.96579194,5
356383.8642754,4952077.38966886,5
356383.04691245,4952076.81354577,5
356382.2295495,4952076.23742269,5
356381.41218655,4952075.6612996,5
356380.5948236,4952075.08517652,5
356379.77746065,4952074.50905343,5
356378.9600977,4952073.93293035,5
356378.14273475,4952073.35680726,5
356377.3253718,4952072.78068418,5
356376.50800885,4952072.20456109,5
356375.6906459,4952071.62843801,5
356374.87328295,4952071.05231492,5
356374.05592001,4952070.47619184,5
356373.23855706,4952069.90006875,5
356372.42119411,4952069.32394567,5
356371.60383116,4952068.74782258,5
356370.78646821,4952068.1716995,5
356369.96910526,4952067.59557641,5
356369.15174231,4952067.01945333,5
356368.33437936,4952066.44333024,5
356367.51701641,4952065.86720716,5
356366.69965346,4952065.29108407,5
356365.88229051,4952064.71496099,5
356365.06492756,4952064.1388379,5
356364.24756461,4952063.56271482,5
356363.43020166,4952062.98659173,5
356362.61283871,4952062.41046865,5
356361.79547576,4952061.83434556,5
356360.97811282,4952061.25822248,5
356360.16074987,4952060.68209939,5
356359.34338692,4952060.10597631,5
356358.52602397,4952059.52985322,5
356357.70866102,4952058.95373014,5
356356.89129807,4952058.37760705,5
356356.07393512,4952057.80148397,5
356355.25657217,4952057.22536088,5
356354.43920922,4952056.6492378,5
356353.62184627,4952056.07311471,5
356352.80448332,4952055.49699163,5
356351.98712037,4952054.92086854,5
356351.16975742,4952054.34474546,5
356350.35239447,4952053.76862237,5
356349.53503152,4952053.19249929,5
356348.71766858,4952052.6163762,5
356347.90030563,4952052.04025312,5
356347.08294268,4952051.46413003,5
356346.26557973,4952050.88800695,5
356345.44821678,4952050.31188386,5
356344.63085383,4952049.73576078,5
356343.81349088,4952049.15963769,5
356342.99612793,4952048.58351461,5
